ECO,OpeningCategory,OpeningType,Games,BlackWins,BlackWinRate,AvgWhiteElo,AvgBlackElo,EloDiff
E66g,E,Queen's Pawn Opening,10,3.5,0.35,2252.4,2226.6,25.8
D10b,D,Queen's Pawn Opening,124,58.0,0.47,2217.72,2213.07,4.65
B08j,B,King's Pawn Opening,54,27.0,0.5,2329.94,2332.54,-2.6
B47o,B,King's Pawn Opening,24,9.5,0.4,2198.92,2109.29,89.63
B51r,B,King's Pawn Opening,35,14.5,0.41,2279.26,2247.23,32.03
B25n,B,King's Pawn Opening,9,4.0,0.44,1939.0,2219.22,-280.22
B33y,B,King's Pawn Opening,27,13.0,0.48,2196.78,2213.3,-16.52
A42g,A,Queen's Pawn Opening,47,30.0,0.64,2124.79,2265.77,-140.98
B52h,B,King's Pawn Opening,83,35.5,0.43,2211.72,2168.53,43.19
C11u,C,King's Pawn Opening,82,37.5,0.46,2267.41,2287.9,-20.49
D20o,D,Queen's Pawn Opening,71,32.0,0.45,2297.17,2294.56,2.61
A35j,A,Other,39,17.5,0.45,2319.26,2155.49,163.77
B22i,B,King's Pawn Opening,162,78.0,0.48,2097.01,2096.04,0.97
E16c,E,Queen's Pawn Opening,90,38.5,0.43,2334.88,2260.5,74.38
E04j,E,Queen's Pawn Opening,135,70.0,0.52,2259.18,2229.25,29.93
C03d,C,King's Pawn Opening,62,34.5,0.56,2212.1,2272.02,-59.92
A37n,A,Other,11,7,0.64,2251.82,2302.0,-50.18
E11j,E,Queen's Pawn Opening,127,73.5,0.58,2253.95,2356.61,-102.66
C92a,C,King's Pawn Opening,36,13.5,0.38,2259.67,2245.5,14.17
B50t,B,King's Pawn Opening,91,32.5,0.36,2042.88,2000.58,42.3
D46g,D,Queen's Pawn Opening,45,14.5,0.32,2215.98,2156.87,59.11
A37e,A,Other,24,16.0,0.67,2351.75,2449.54,-97.79
C55g,C,King's Pawn Opening,75,27.5,0.37,2215.64,2135.43,80.21
B54g,B,King's Pawn Opening,23,10.0,0.43,2236.65,2243.61,-6.96
E65d,E,Queen's Pawn Opening,25,14.5,0.58,2140.32,2130.12,10.2
D36w,D,Queen's Pawn Opening,74,27.0,0.36,2345.84,2255.46,90.38
C42k,C,King's Pawn Opening,69,27.5,0.4,2280.23,2317.35,-37.12
A60g,A,Queen's Pawn Opening,23,9,0.39,2176.91,2130.61,46.3
C67c,C,King's Pawn Opening,138,66.5,0.48,2304.41,2328.56,-24.15
B94h,B,King's Pawn Opening,21,7.5,0.36,2314.14,2267.57,46.57
B12e,B,King's Pawn Opening,281,139.5,0.5,2157.57,2229.36,-71.79
C42c,C,King's Pawn Opening,69,34.0,0.49,1957.36,2052.96,-95.6
E68h,E,Queen's Pawn Opening,59,19.5,0.33,2281.83,2219.22,62.61
A50m,A,Queen's Pawn Opening,148,76.5,0.52,2245.54,2263.79,-18.25
A40q,A,Queen's Pawn Opening,50,24.5,0.49,2283.96,2313.58,-29.62
E10f,E,Queen's Pawn Opening,7,3,0.43,2324.29,2378.0,-53.71
C07t,C,King's Pawn Opening,53,27.0,0.51,2221.6,2162.43,59.17
B67r,B,King's Pawn Opening,10,4.5,0.45,2284.8,2313.8,-29.0
D34j,D,Queen's Pawn Opening,35,16.0,0.46,2308.06,2200.91,107.15
B15m,B,King's Pawn Opening,177,83.5,0.47,2296.9,2314.82,-17.92
B26j,B,King's Pawn Opening,87,54.0,0.62,2129.53,2211.57,-82.04
C02m,C,King's Pawn Opening,251,131.5,0.52,2260.58,2246.11,14.47
D22d,D,Queen's Pawn Opening,12,4.5,0.38,2265.0,2200.75,64.25
D44b,D,Queen's Pawn Opening,29,11.5,0.4,2215.52,2100.69,114.83
C45t,C,King's Pawn Opening,7,3.5,0.5,2346.29,2168.57,177.72
E90b,E,Queen's Pawn Opening,50,29.0,0.58,2367.88,2416.0,-48.12
E17p,E,Queen's Pawn Opening,143,55.5,0.39,2404.71,2318.42,86.29
A80o,A,Queen's Pawn Opening,68,28.0,0.41,2292.06,2268.72,23.34
C42u,C,King's Pawn Opening,20,10.0,0.5,2359.65,2372.5,-12.85
C11q,C,King's Pawn Opening,113,49.5,0.44,2303.34,2276.64,26.7
E16r,E,Queen's Pawn Opening,22,8.0,0.36,2331.18,2297.5,33.68
D45i,D,Queen's Pawn Opening,49,24.5,0.5,2356.37,2387.45,-31.08
C67s,C,King's Pawn Opening,55,24.5,0.45,2373.73,2373.4,0.33
D44o,D,Queen's Pawn Opening,25,8.5,0.34,2344.12,2161.24,182.88
E08h,E,Queen's Pawn Opening,20,8.0,0.4,2343.3,2327.8,15.5
D47a,D,Queen's Pawn Opening,11,6.0,0.55,2298.91,2234.27,64.64
E61j,E,Queen's Pawn Opening,64,35.5,0.55,2198.89,2198.86,0.03
C00i,C,King's Pawn Opening,151,68.5,0.45,2223.1,2207.12,15.98
B62h,B,King's Pawn Opening,77,33.0,0.43,2277.74,2289.05,-11.31
A40e,A,Queen's Pawn Opening,115,68.0,0.59,2235.16,2339.24,-104.08
D31h,D,Queen's Pawn Opening,53,23.0,0.43,2298.21,2279.98,18.23
E12p,E,Queen's Pawn Opening,20,9.5,0.47,2262.8,2220.25,42.55
C04i,C,King's Pawn Opening,22,8.0,0.36,2246.86,2249.68,-2.82
E15m,E,Queen's Pawn Opening,29,12.5,0.43,2260.24,2326.07,-65.83
C05g,C,King's Pawn Opening,27,10.0,0.37,2282.74,2123.37,159.37
B26o,B,King's Pawn Opening,53,22.0,0.42,2057.28,1989.17,68.11
D34q,D,Queen's Pawn Opening,26,11.0,0.42,2245.08,2125.23,119.85
C07j,C,King's Pawn Opening,131,59.0,0.45,2261.65,2230.96,30.69
C10e,C,King's Pawn Opening,82,32.0,0.39,2178.93,2170.38,8.55
B15l,B,King's Pawn Opening,34,12.0,0.35,2370.24,2329.88,40.36
E08r,E,Queen's Pawn Opening,18,3.5,0.19,2358.17,2180.06,178.11
B51e,B,King's Pawn Opening,80,36.0,0.45,2275.85,2285.35,-9.5
B81p,B,King's Pawn Opening,56,18.5,0.33,2197.05,2187.25,9.8
A37q,A,Other,5,3,0.6,1976.4,2184.8,-208.4
C00r,C,King's Pawn Opening,91,39.0,0.43,2209.66,2190.12,19.54
E90i,E,Queen's Pawn Opening,10,5.0,0.5,2291.8,2242.0,49.8
C80h,C,King's Pawn Opening,46,18.5,0.4,2364.96,2323.24,41.72
C14i,C,King's Pawn Opening,23,8.5,0.37,2172.26,2021.26,151.0
C95k,C,King's Pawn Opening,15,8.5,0.57,2239.47,2324.4,-84.93
A33d,A,Other,22,9.0,0.41,2269.41,2288.86,-19.45
E60k,E,Queen's Pawn Opening,192,100.0,0.52,2270.04,2334.78,-64.74
D20g,D,Queen's Pawn Opening,54,17.5,0.32,2230.02,2115.56,114.46
D42g,D,Queen's Pawn Opening,12,6.0,0.5,2366.92,2239.75,127.17
E14u,E,Queen's Pawn Opening,2,0,0.0,2282.0,2256.0,26.0
E11y,E,Queen's Pawn Opening,76,36.5,0.48,2348.66,2334.59,14.07
B91h,B,King's Pawn Opening,86,34.5,0.4,2328.45,2283.99,44.46
E12h,E,Queen's Pawn Opening,21,9.0,0.43,2360.1,2384.29,-24.19
E81d,E,Queen's Pawn Opening,50,20.0,0.4,2310.26,2257.3,52.96
B31m,B,King's Pawn Opening,104,39.5,0.38,2328.89,2291.61,37.28
B07s,B,King's Pawn Opening,46,18.5,0.4,1959.11,1982.35,-23.24
D02q,D,Queen's Pawn Opening,53,29.0,0.55,1842.4,2037.3,-194.9
D44d,D,Queen's Pawn Opening,14,6.5,0.46,2526.64,2459.57,67.07
C15v,C,King's Pawn Opening,9,3.0,0.33,2288.0,2195.89,92.11
B99s,B,King's Pawn Opening,59,26.0,0.44,2173.1,2142.88,30.22
C10u,C,King's Pawn Opening,117,56.0,0.48,2213.08,2251.59,-38.51
C58b,C,King's Pawn Opening,6,1,0.17,2232.83,2178.83,54.0
C74,C,King's Pawn Opening,97,53.0,0.55,2206.42,2208.15,-1.73
E94p,E,Queen's Pawn Opening,49,29.5,0.6,2066.37,2177.37,-111.0
B12n,B,King's Pawn Opening,33,15.0,0.45,2237.33,2267.09,-29.76
B78a,B,King's Pawn Opening,46,18.5,0.4,1983.59,2000.74,-17.15
B79d,B,King's Pawn Opening,6,4.0,0.67,2012.83,2019.0,-6.17
E17l,E,Queen's Pawn Opening,12,3.0,0.25,2283.75,2234.17,49.58
D37m,D,Queen's Pawn Opening,26,13.0,0.5,1980.42,2058.81,-78.39
E90q,E,Queen's Pawn Opening,130,65.0,0.5,2234.75,2257.55,-22.8
D52c,D,Queen's Pawn Opening,37,20.0,0.54,1977.95,2030.76,-52.81
D31m,D,Queen's Pawn Opening,106,55.0,0.52,2196.76,2300.43,-103.67
C89p,C,King's Pawn Opening,9,4,0.44,2053.89,2097.78,-43.89
E04x,E,Queen's Pawn Opening,125,51.0,0.41,2330.6,2282.06,48.54
C02o,C,King's Pawn Opening,126,63.0,0.5,2159.98,2188.7,-28.72
C89o,C,King's Pawn Opening,12,7.5,0.62,2248.25,2212.67,35.58
E00a,E,Queen's Pawn Opening,256,104.0,0.41,2341.0,2312.09,28.91
C54o,C,King's Pawn Opening,63,31.5,0.5,2007.68,2010.94,-3.26
B67f,B,King's Pawn Opening,54,27.5,0.51,2317.63,2317.46,0.17
D19l,D,Queen's Pawn Opening,1,0,0.0,2455.0,2547.0,-92.0
E69x,E,Queen's Pawn Opening,20,7.0,0.35,2357.95,2250.6,107.35
B42h,B,King's Pawn Opening,68,36.0,0.53,2163.1,2209.76,-46.66
B17a,B,King's Pawn Opening,38,19.0,0.5,2132.24,2223.34,-91.1
E90n,E,Queen's Pawn Opening,12,5.5,0.46,1994.67,2193.5,-198.83
E61g,E,Queen's Pawn Opening,135,59.5,0.44,2315.42,2279.79,35.63
A70c,A,Queen's Pawn Opening,30,18.5,0.62,2306.53,2396.73,-90.2
C10w,C,King's Pawn Opening,102,60.0,0.59,2230.79,2208.65,22.14
A52l,A,Queen's Pawn Opening,27,9.0,0.33,2147.07,2023.67,123.4
E97p,E,Queen's Pawn Opening,4,1.5,0.38,2401.5,2325.0,76.5
B92h,B,King's Pawn Opening,39,13.5,0.35,2091.59,2068.74,22.85
A30a,A,Other,126,40.5,0.32,2178.24,2126.3,51.94
B49b,B,King's Pawn Opening,29,20.5,0.71,2130.41,2247.34,-116.93
C00j,C,King's Pawn Opening,105,49.5,0.47,2033.63,2140.03,-106.4
A36w,A,Other,68,31.5,0.46,2087.46,2069.72,17.74
C55f,C,King's Pawn Opening,105,53.5,0.51,1991.32,2046.07,-54.75
B97s,B,King's Pawn Opening,13,4.0,0.31,2357.62,2388.31,-30.69
D78o,D,Queen's Pawn Opening,99,43.5,0.44,2252.08,2151.03,101.05
B10d,B,King's Pawn Opening,85,43.5,0.51,2238.75,2277.05,-38.3
E70b,E,Queen's Pawn Opening,46,21.5,0.47,2265.02,2263.0,2.02
D26t,D,Queen's Pawn Opening,20,9.5,0.47,2260.7,2214.65,46.05
D20b,D,Queen's Pawn Opening,25,12.5,0.5,2189.08,2244.4,-55.32
D43e,D,Queen's Pawn Opening,67,34.5,0.51,2361.67,2335.9,25.77
B14p,B,King's Pawn Opening,36,26.5,0.74,2007.42,2157.75,-150.33
B23j,B,King's Pawn Opening,119,61.5,0.52,2141.26,2225.94,-84.68
C10h,C,King's Pawn Opening,86,28.5,0.33,2224.63,2068.38,156.25
C18e,C,King's Pawn Opening,19,11.5,0.61,2048.95,2069.89,-20.94
E02,E,Queen's Pawn Opening,39,18.5,0.47,2250.13,2196.08,54.05
B31d,B,King's Pawn Opening,117,52.5,0.45,2178.46,2237.91,-59.45
D41a,D,Queen's Pawn Opening,55,23.5,0.43,2277.96,2268.47,9.49
D78e,D,Queen's Pawn Opening,59,23.0,0.39,2145.78,2071.66,74.12
C42o,C,King's Pawn Opening,55,21.5,0.39,2295.16,2270.96,24.2
B17g,B,King's Pawn Opening,45,19.0,0.42,1916.64,1987.84,-71.2
E63c,E,Queen's Pawn Opening,29,17.0,0.59,2090.14,2236.93,-146.79
C01c,C,King's Pawn Opening,36,15.5,0.43,2084.81,2042.78,42.03
C68m,C,King's Pawn Opening,89,47.5,0.53,2262.42,2285.24,-22.82
D37t,D,Queen's Pawn Opening,11,4.0,0.36,2405.18,2312.55,92.63
D48e,D,Queen's Pawn Opening,34,19.5,0.57,2007.82,2062.53,-54.71
A59j,A,Queen's Pawn Opening,126,45.5,0.36,2182.92,2111.48,71.44
B44v,B,King's Pawn Opening,8,3.5,0.44,2233.38,2124.62,108.76
C10v,C,King's Pawn Opening,11,2.5,0.23,2085.55,2019.82,65.73
E12c,E,Queen's Pawn Opening,33,12.5,0.38,2301.27,2327.58,-26.31
E12u,E,Queen's Pawn Opening,79,46.0,0.58,2287.48,2354.71,-67.23
D76f,D,Queen's Pawn Opening,14,4.0,0.29,2374.21,2110.57,263.64
E92q,E,Queen's Pawn Opening,66,43.5,0.66,1998.33,2136.29,-137.96
C04c,C,King's Pawn Opening,49,16.0,0.33,2121.94,2152.63,-30.69
C52,C,King's Pawn Opening,110,62.5,0.57,2202.04,2206.16,-4.12
B63v,B,King's Pawn Opening,4,0.5,0.12,2220.75,2329.25,-108.5
B80j,B,King's Pawn Opening,53,26.5,0.5,2108.17,2189.38,-81.21
D03c,D,Queen's Pawn Opening,127,65.0,0.51,2221.8,2269.24,-47.44
C65f,C,King's Pawn Opening,24,10.0,0.42,2193.0,2063.33,129.67
D56,D,Queen's Pawn Opening,141,59.5,0.42,2208.69,2137.76,70.93
B95i,B,King's Pawn Opening,63,22.0,0.35,2270.65,2243.56,27.09
A37t,A,Other,38,18.0,0.47,2258.18,2187.21,70.97
C26c,C,King's Pawn Opening,31,14.0,0.45,2278.35,2314.26,-35.91
C28n,C,King's Pawn Opening,29,13.5,0.47,2236.59,2031.48,205.11
C47o,C,King's Pawn Opening,94,51.0,0.54,2174.8,2244.16,-69.36
A46a,A,Queen's Pawn Opening,52,24.0,0.46,2308.63,2363.71,-55.08
B53p,B,King's Pawn Opening,26,15.5,0.6,1956.46,2198.88,-242.42
B94c,B,King's Pawn Opening,28,9.5,0.34,2149.43,2088.75,60.68
B57g,B,King's Pawn Opening,12,6,0.5,2206.75,2247.67,-40.92
E32q,E,Queen's Pawn Opening,12,4.0,0.33,2406.83,2292.08,114.75
A41r,A,Queen's Pawn Opening,109,66.5,0.61,2253.7,2314.31,-60.61
E68d,E,Queen's Pawn Opening,31,14.5,0.47,2209.52,2274.68,-65.16
B21y,B,King's Pawn Opening,129,73.0,0.57,2037.63,2096.49,-58.86
D35c,D,Queen's Pawn Opening,134,50.0,0.37,2424.19,2379.17,45.02
A36d,A,Other,20,7.5,0.38,2264.55,1966.6,297.95
B07j,B,King's Pawn Opening,129,64.0,0.5,2300.2,2323.59,-23.39
B67c,B,King's Pawn Opening,143,89.0,0.62,2288.37,2358.48,-70.11
A48n,A,Queen's Pawn Opening,34,12.0,0.35,2255.26,2163.18,92.08
D57,D,Queen's Pawn Opening,22,9.5,0.43,2223.91,2176.23,47.68
E83f,E,Queen's Pawn Opening,22,9.5,0.43,2305.45,2183.64,121.81
B03q,B,King's Pawn Opening,159,94.5,0.59,2223.7,2307.78,-84.08
D11d,D,Queen's Pawn Opening,19,5.5,0.29,2244.16,2200.74,43.42
E00m,E,Queen's Pawn Opening,83,31.0,0.37,2271.43,2159.24,112.19
E74e,E,Queen's Pawn Opening,7,2,0.29,1741.14,2077.71,-336.57
B07l,B,King's Pawn Opening,235,108.5,0.46,2112.57,2114.77,-2.2
B26k,B,King's Pawn Opening,33,20.5,0.62,1940.15,2003.58,-63.43
A00j,A,Other,182,83.0,0.46,2167.43,2187.34,-19.91
C14f,C,King's Pawn Opening,16,1.5,0.09,2070.62,1869.44,201.18
B81n,B,King's Pawn Opening,10,5.5,0.55,2183.5,2285.0,-101.5
B43l,B,King's Pawn Opening,21,11.0,0.52,1990.33,2187.86,-197.53
B32d,B,King's Pawn Opening,25,12.5,0.5,1967.72,1987.44,-19.72
E65f,E,Queen's Pawn Opening,10,5.0,0.5,2248.0,2272.9,-24.9
B14c,B,King's Pawn Opening,28,11.5,0.41,2226.82,2261.36,-34.54
D47p,D,Queen's Pawn Opening,4,1.5,0.38,2329.75,2567.5,-237.75
D79c,D,Queen's Pawn Opening,15,6.0,0.4,2242.8,2271.67,-28.87
B10a,B,King's Pawn Opening,263,127.0,0.48,2202.97,2168.04,34.93
C55q,C,King's Pawn Opening,79,43.0,0.54,2008.41,2120.11,-111.7
E14s,E,Queen's Pawn Opening,13,6.5,0.5,2277.15,2366.0,-88.85
A43w,A,Queen's Pawn Opening,49,20.5,0.42,2285.51,2251.69,33.82
B06b,B,King's Pawn Opening,109,60.5,0.56,2151.17,2300.76,-149.59
D37s,D,Queen's Pawn Opening,28,11.0,0.39,2375.54,2328.07,47.47
A55g,A,Queen's Pawn Opening,17,4.5,0.26,2258.59,2321.29,-62.7
E05s,E,Queen's Pawn Opening,65,18.5,0.28,2317.31,2171.92,145.39
B22e,B,King's Pawn Opening,179,68.5,0.38,2117.78,2097.31,20.47
D36h,D,Queen's Pawn Opening,41,18.0,0.44,2418.54,2392.61,25.93
B44i,B,King's Pawn Opening,30,14.0,0.47,1960.3,2091.03,-130.73
B39d,B,King's Pawn Opening,12,5.0,0.42,1895.42,2020.42,-125.0
C41g,C,King's Pawn Opening,34,15.5,0.46,2098.21,2101.59,-3.38
E92c,E,Queen's Pawn Opening,22,13.0,0.59,2263.23,2240.23,23.0
B61g,B,King's Pawn Opening,23,14.0,0.61,2240.65,2272.3,-31.65
E92k,E,Queen's Pawn Opening,41,18.0,0.44,2202.9,2177.56,25.34
E61a,E,Queen's Pawn Opening,10,5.0,0.5,2231.2,2018.8,212.4
C92u,C,King's Pawn Opening,28,12.0,0.43,2194.96,2162.25,32.71
C05s,C,King's Pawn Opening,105,44.5,0.42,2266.88,2245.42,21.46
B03b,B,King's Pawn Opening,13,5,0.38,2192.46,2296.15,-103.69
D31u,D,Queen's Pawn Opening,28,15.5,0.55,2200.89,2236.82,-35.93
E60m,E,Queen's Pawn Opening,21,9.0,0.43,2212.71,2263.9,-51.19
B47q,B,King's Pawn Opening,57,28.5,0.5,2347.88,2393.33,-45.45
E12r,E,Queen's Pawn Opening,25,12.5,0.5,2236.52,2261.76,-25.24
D36e,D,Queen's Pawn Opening,96,53.5,0.56,2288.89,2336.51,-47.62
E32s,E,Queen's Pawn Opening,17,7.0,0.41,2339.88,2309.53,30.35
A80i,A,Queen's Pawn Opening,22,11.0,0.5,2211.09,2300.95,-89.86
B92l,B,King's Pawn Opening,23,13.5,0.59,2132.09,2232.83,-100.74
B37n,B,King's Pawn Opening,12,4.0,0.33,2266.83,2235.33,31.5
C01l,C,King's Pawn Opening,48,25.0,0.52,2041.15,2131.54,-90.39
C29d,C,King's Pawn Opening,12,4,0.33,2583.58,2461.08,122.5
C84i,C,King's Pawn Opening,32,12.0,0.38,2347.75,2296.0,51.75
E91y,E,Queen's Pawn Opening,25,10.0,0.4,2242.12,2329.68,-87.56
A09a,A,Other,26,14.5,0.56,2092.46,1782.38,310.08
C01h,C,King's Pawn Opening,119,67.5,0.57,2034.34,2135.2,-100.86
D14e,D,Queen's Pawn Opening,11,4.0,0.36,2410.64,2396.91,13.73
D20e,D,Queen's Pawn Opening,111,60.5,0.55,2224.86,2232.56,-7.7
E39k,E,Queen's Pawn Opening,17,5.0,0.29,2335.35,2259.12,76.23
C48m,C,King's Pawn Opening,24,11.5,0.48,2335.0,2409.38,-74.38
C09n,C,King's Pawn Opening,4,1.5,0.38,2431.25,2286.25,145.0
A13t,A,Other,167,55.0,0.33,2362.71,2243.67,119.04
C67x,C,King's Pawn Opening,4,2.0,0.5,2594.25,2648.25,-54.0
E92l,E,Queen's Pawn Opening,50,23.5,0.47,2194.5,2132.96,61.54
B08e,B,King's Pawn Opening,44,20.0,0.45,2148.66,2215.68,-67.02
B34k,B,King's Pawn Opening,45,19.5,0.43,2166.13,2217.16,-51.03
A30c,A,Other,93,37.0,0.4,2356.37,2310.19,46.18
B51d,B,King's Pawn Opening,96,37.0,0.39,2233.29,2242.9,-9.61
E68b,E,Queen's Pawn Opening,61,24.5,0.4,2299.07,2306.49,-7.42
A89,A,Queen's Pawn Opening,149,74.5,0.5,2157.18,2185.23,-28.05
E81b,E,Queen's Pawn Opening,48,23.5,0.49,2361.21,2411.02,-49.81
C10l,C,King's Pawn Opening,180,53.5,0.3,2313.01,2179.82,133.19
B57k,B,King's Pawn Opening,38,24.5,0.64,2139.26,2246.42,-107.16
D10a,D,Queen's Pawn Opening,27,15.5,0.57,1969.37,2116.07,-146.7
A67k,A,Queen's Pawn Opening,5,3.5,0.7,2088.6,2346.0,-257.4
D35g,D,Queen's Pawn Opening,58,23.0,0.4,2231.71,2196.02,35.69
C09a,C,King's Pawn Opening,20,14.0,0.7,2067.0,2217.6,-150.6
B35q,B,King's Pawn Opening,70,34.5,0.49,2198.4,2179.31,19.09
C02x,C,King's Pawn Opening,182,83.0,0.46,2198.77,2195.32,3.45
B02j,B,King's Pawn Opening,12,4.0,0.33,1799.08,1941.58,-142.5
C18o,C,King's Pawn Opening,31,14.0,0.45,2090.06,2096.87,-6.81
E04n,E,Queen's Pawn Opening,51,17.5,0.34,2363.55,2254.27,109.28
C77a,C,King's Pawn Opening,6,3,0.5,2022.5,2143.17,-120.67
C92j,C,King's Pawn Opening,62,29.0,0.47,2210.42,2175.68,34.74
B43m,B,King's Pawn Opening,89,37.5,0.42,2100.15,2126.49,-26.34
A37w,A,Other,62,29.0,0.47,2170.6,2185.9,-15.3
D37q,D,Queen's Pawn Opening,29,13.0,0.45,2428.24,2381.38,46.86
A50b,A,Queen's Pawn Opening,33,17.5,0.53,2245.0,2228.3,16.7
B50m,B,King's Pawn Opening,62,29.0,0.47,2180.06,2210.52,-30.46
E04u,E,Queen's Pawn Opening,30,12.0,0.4,2378.87,2342.7,36.17
C28m,C,King's Pawn Opening,19,10.0,0.53,2312.95,2310.58,2.37
A67r,A,Queen's Pawn Opening,40,23.0,0.57,2174.88,2231.18,-56.3
C90m,C,King's Pawn Opening,15,4.0,0.27,2176.53,2136.8,39.73
A56j,A,Queen's Pawn Opening,12,7,0.58,2056.92,2278.67,-221.75
A57n,A,Queen's Pawn Opening,164,72.5,0.44,2163.73,2216.02,-52.29
B45v,B,King's Pawn Opening,20,10.0,0.5,2078.2,2066.9,11.3
A39l,A,Other,25,9.5,0.38,2179.96,2143.92,36.04
A43u,A,Queen's Pawn Opening,132,57.5,0.44,2245.81,2184.58,61.23
E94y,E,Queen's Pawn Opening,33,14.0,0.42,2357.03,2393.03,-36.0
A13a,A,Other,30,14.0,0.47,2217.43,2184.97,32.46
B33u,B,King's Pawn Opening,80,38.0,0.47,2215.57,2228.69,-13.12
C17c,C,King's Pawn Opening,8,4.5,0.56,1993.75,1829.38,164.37
E15j,E,Queen's Pawn Opening,49,24.0,0.49,2375.39,2289.18,86.21
C08l,C,King's Pawn Opening,16,5.5,0.34,2260.25,2146.25,114.0
E91l,E,Queen's Pawn Opening,42,21.0,0.5,2287.38,2337.26,-49.88
A41k,A,Queen's Pawn Opening,69,33.5,0.49,2351.26,2355.48,-4.22
B35h,B,King's Pawn Opening,24,13.0,0.54,2063.17,2152.08,-88.91
C40r,C,King's Pawn Opening,1,0,0.0,2307.0,1527.0,780.0
D85g,D,Queen's Pawn Opening,44,27.0,0.61,2055.36,2131.14,-75.78
B53w,B,King's Pawn Opening,122,40.0,0.33,2358.79,2314.71,44.08
E94i,E,Queen's Pawn Opening,36,23.5,0.65,2263.31,2343.47,-80.16
C01j,C,King's Pawn Opening,101,53.0,0.52,1956.75,2056.98,-100.23
C03f,C,King's Pawn Opening,136,70.0,0.51,2193.68,2246.83,-53.15
A38b,A,Other,12,4.5,0.38,2356.92,2268.0,88.92
E11r,E,Queen's Pawn Opening,70,34.0,0.49,2300.8,2277.64,23.16
B31p,B,King's Pawn Opening,38,16.0,0.42,2282.37,2258.89,23.48
E08c,E,Queen's Pawn Opening,13,7,0.54,2078.46,1880.77,197.69
B40n,B,King's Pawn Opening,58,29.5,0.51,2187.24,2160.9,26.34
C41f,C,King's Pawn Opening,41,13.5,0.33,2115.78,2069.56,46.22
A37g,A,Other,197,119.5,0.61,2284.44,2369.99,-85.55
C09i,C,King's Pawn Opening,29,16.0,0.55,2376.52,2358.86,17.66
E12s,E,Queen's Pawn Opening,46,19.5,0.42,2352.74,2302.11,50.63
A80r,A,Queen's Pawn Opening,127,56.5,0.44,2153.97,2123.79,30.18
D00k,D,Queen's Pawn Opening,269,114.0,0.42,2168.77,2165.73,3.04
D44k,D,Queen's Pawn Opening,9,3.5,0.39,2304.33,2262.11,42.22
B04i,B,King's Pawn Opening,9,3.0,0.33,2335.22,2321.22,14.0
E11v,E,Queen's Pawn Opening,46,26.5,0.58,2208.7,2255.91,-47.21
B33e,B,King's Pawn Opening,74,30.0,0.41,2208.04,2084.04,124.0
D05h,D,Queen's Pawn Opening,27,12.0,0.44,1909.04,1869.56,39.48
D46r,D,Queen's Pawn Opening,16,4.0,0.25,2220.31,2090.56,129.75
C03a,C,King's Pawn Opening,134,54.5,0.41,2210.34,2229.8,-19.46
E57,E,Queen's Pawn Opening,87,41.5,0.48,2282.22,2155.68,126.54
A36a,A,Other,23,9.5,0.41,2093.83,2028.39,65.44
D30g,D,Queen's Pawn Opening,12,5.0,0.42,2284.67,2259.33,25.34
C94f,C,King's Pawn Opening,11,3.5,0.32,2371.73,2398.73,-27.0
D29h,D,Queen's Pawn Opening,8,2.5,0.31,2420.88,2329.38,91.5
B43j,B,King's Pawn Opening,33,19.0,0.58,1886.09,2050.55,-164.46
C03j,C,King's Pawn Opening,54,26.0,0.48,2148.83,2173.52,-24.69
E61y,E,Queen's Pawn Opening,62,27.0,0.44,2160.44,2142.68,17.76
D52e,D,Queen's Pawn Opening,19,7.5,0.39,2149.89,2259.16,-109.27
D45b,D,Queen's Pawn Opening,58,20.5,0.35,2119.72,1926.76,192.96
C45i,C,King's Pawn Opening,122,59.5,0.49,2199.56,2244.64,-45.08
E09l,E,Queen's Pawn Opening,11,5.0,0.45,2110.27,2048.82,61.45
C96g,C,King's Pawn Opening,22,10.0,0.45,2156.82,2231.68,-74.86
D14c,D,Queen's Pawn Opening,77,37.5,0.49,2110.73,2160.06,-49.33
B63n,B,King's Pawn Opening,18,7.0,0.39,2148.17,2095.28,52.89
B49g,B,King's Pawn Opening,19,11.5,0.61,1958.05,2029.47,-71.42
E18f,E,Queen's Pawn Opening,126,43.5,0.35,2165.45,2028.08,137.37
D15g,D,Queen's Pawn Opening,202,89.5,0.44,2304.58,2265.41,39.17
C28i,C,King's Pawn Opening,59,30.5,0.52,2179.24,2127.86,51.38
C91c,C,King's Pawn Opening,44,13.5,0.31,2212.93,2215.98,-3.05
D07d,D,Queen's Pawn Opening,18,9.0,0.5,2129.39,2285.67,-156.28
C11a,C,King's Pawn Opening,19,9.0,0.47,2296.89,2323.42,-26.53
B26n,B,King's Pawn Opening,31,7.5,0.24,2146.13,2133.74,12.39
A59i,A,Queen's Pawn Opening,37,13.0,0.35,2154.65,2171.03,-16.38
A55i,A,Queen's Pawn Opening,25,10.5,0.42,2156.92,2091.92,65.0
D38j,D,Queen's Pawn Opening,17,12.0,0.71,2374.53,2443.18,-68.65
C10n,C,King's Pawn Opening,62,23.5,0.38,2078.31,2015.61,62.7
B31a,B,King's Pawn Opening,106,51.0,0.48,2175.74,2155.42,20.32
D48a,D,Queen's Pawn Opening,4,4,1.0,1901.5,2284.75,-383.25
D20x,D,Queen's Pawn Opening,37,17.0,0.46,2236.05,2143.49,92.56
B71,B,King's Pawn Opening,102,49.0,0.48,2141.93,2125.73,16.2
